provider_id,provider_name,provider_city,provider_state,provider_zip_code,ms_drg_definition,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
330185,Watertown General Hospital 185,Watertown,NY,13601,249 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w MCC,47,37084.14,8725.72,7382.09
330259,Hicksville General Hospital 259,Hicksville,NY,11801,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,22,104072.04,31942.11,24676.53
330155,Mineola General Hospital 155,Mineola,NY,11501,378 - Gastrointestinal Hemorrhage w CC,85,56315.81,15791.39,13322.12
330041,New York General Hospital 41,New York,NY,10001,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",38,39992.57,13839.83,11349.85
330266,Elmira General Hospital 266,Elmira,NY,14901,178 - Respiratory Infections & Inflammations w CC,56,97146.36,22721.68,19123.68
330244,Queens General Hospital 244,Queens,NY,11355,554 - Medical Back Problems w/o CC/MCC,20,89196.7,29723.31,25150.74
330112,Forest Hills General Hospital 112,Forest Hills,NY,11375,640 - Nutritional & Misc Metabolic Disorders w MCC,52,127661.88,23486.81,21567.74
330183,Schenectady General Hospital 183,Schenectady,NY,12305,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",95,35702.04,7558.23,6408.75
330062,Troy General Hospital 62,Troy,NY,12180,554 - Medical Back Problems w/o CC/MCC,64,92492.41,12087.06,9653.51
330278,Huntington General Hospital 278,Huntington,NY,11743,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,52,90865.21,21087.32,17400.58
330241,New York General Hospital 241,New York,NY,10001,293 - Heart Failure & Shock w/o CC/MCC,1,37020.99,9866.42,9139.82
330110,Flushing General Hospital 110,Flushing,NY,11354,331 - Major Small & Large Bowel Procedures w/o CC/MCC,108,67948.96,27651.32,24231.9
330105,Watertown General Hospital 105,Watertown,NY,13601,682 - Renal Failure w MCC,92,85166.6,23666.53,20076.81
330255,Middletown General Hospital 255,Middletown,NY,10940,377 - Gastrointestinal Hemorrhage w MCC,52,35038.78,10919.54,8512.6
330252,Yonkers General Hospital 252,Yonkers,NY,10701,195 - Simple Pneumonia & Pleurisy w CC,42,31109.14,9129.23,7830.88
330238,Huntington General Hospital 238,Huntington,NY,11743,378 - Gastrointestinal Hemorrhage w CC,95,49154.85,12746.85,11193.1
330144,Utica General Hospital 144,Utica,NY,13501,470 - Major Joint Replacement w/o MCC,68,59944.0,16715.35,13468.74
330218,Garden City General Hospital 218,Garden City,NY,11530,602 - Cellulitis w MCC,60,69417.09,19094.69,15171.53
330027,Auburn General Hospital 27,Auburn,NY,13021,439 - Disorders of Pancreas Except Malignancy w MCC,69,147636.42,51911.03,48390.27
330231,Bayside General Hospital 231,Bayside,NY,11361,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",104,32392.24,5595.47,4119.92
330272,Forest Hills General Hospital 272,Forest Hills,NY,11375,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",98,26312.74,9308.93,7031.09
330202,Bronx General Hospital 202,Bronx,NY,10451,330 - Major Small & Large Bowel Procedures w CC,94,56343.15,12340.16,11589.96
330018,Garden City General Hospital 18,Garden City,NY,11530,"405 - Pancreas, Liver & Shunt Procedures w MCC",54,73828.83,22390.99,20077.03
330237,Smithtown General Hospital 237,Smithtown,NY,11787,291 - Heart Failure & Shock w MCC,117,90815.19,24706.46,19975.43
330183,Schenectady General Hospital 183,Schenectady,NY,12305,389 - G.I. Obstruction w MCC,78,54168.74,13981.53,11218.66
330136,Newburgh General Hospital 136,Newburgh,NY,12550,470 - Major Joint Replacement w/o MCC,60,69429.8,14891.95,13281.13
330185,Watertown General Hospital 185,Watertown,NY,13601,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,53,100041.22,32706.56,27984.46
330049,Syracuse General Hospital 49,Syracuse,NY,13210,194 - Simple Pneumonia & Pleurisy w MCC,65,31176.43,8991.72,7845.64
330046,Albany General Hospital 46,Albany,NY,12208,"282 - Acute Myocardial Infarction, Discharged Alive w/o CC/MCC",99,65030.81,17779.5,15479.15
330045,Staten Island General Hospital 45,Staten Island,NY,10314,331 - Major Small & Large Bowel Procedures w/o CC/MCC,13,68995.2,24308.62,19870.54
330275,Mineola General Hospital 275,Mineola,NY,11501,196 - Simple Pneumonia & Pleurisy w/o CC/MCC,79,117769.66,28090.39,25462.78
330142,Troy General Hospital 142,Troy,NY,12180,603 - Cellulitis w/o MCC,60,34613.27,8449.41,6525.21
330147,Auburn General Hospital 147,Auburn,NY,13021,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,56,37862.21,13300.09,9944.3
330048,Rochester General Hospital 48,Rochester,NY,14607,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",54,71923.09,17515.97,14157.83
330045,Staten Island General Hospital 45,Staten Island,NY,10314,"406 - Pancreas, Liver & Shunt Procedures w CC",32,35469.59,7455.41,6164.18
330191,Bayside General Hospital 191,Bayside,NY,11361,602 - Cellulitis w MCC,92,67922.07,13410.42,11676.23
330155,Mineola General Hospital 155,Mineola,NY,11501,872 - Septicemia or Severe Sepsis w/o MCC,53,99118.71,22412.66,18212.66
330044,Queens General Hospital 44,Queens,NY,11355,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,14,39423.56,11854.53,10315.4
330121,New York General Hospital 121,New York,NY,10001,638 - Diabetes w CC,66,63965.33,22142.29,18373.17
330280,Plainview General Hospital 280,Plainview,NY,11803,179 - Respiratory Infections & Inflammations w/o CC/MCC,63,23374.24,7556.21,6336.61
330016,Newburgh General Hospital 16,Newburgh,NY,12550,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,78,28694.4,6981.02,5677.21
330257,Riverhead General Hospital 257,Riverhead,NY,11901,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",66,27477.21,7297.68,6153.71
330105,Watertown General Hospital 105,Watertown,NY,13601,329 - Major Small & Large Bowel Procedures w MCC,32,53832.32,12502.19,10311.2
330128,Rochester General Hospital 128,Rochester,NY,14607,641 - Nutritional & Misc Metabolic Disorders w/o MCC,38,45528.45,9287.64,8118.81
330246,Albany General Hospital 246,Albany,NY,12208,439 - Disorders of Pancreas Except Malignancy w MCC,72,105043.23,32058.11,26181.68
330133,New Rochelle General Hospital 133,New Rochelle,NY,10801,602 - Cellulitis w MCC,27,69832.38,16190.74,12872.22
330078,Huntington General Hospital 78,Huntington,NY,11743,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,50,111327.25,36680.41,33502.55
330084,Queens General Hospital 84,Queens,NY,11355,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,56,110181.84,40278.53,33463.52
330247,Buffalo General Hospital 247,Buffalo,NY,14215,439 - Disorders of Pancreas Except Malignancy w MCC,43,94252.56,25390.01,22096.88
330123,Brooklyn General Hospital 123,Brooklyn,NY,11201,292 - Heart Failure & Shock w CC,65,77960.01,25991.73,21887.53
330170,Ithaca General Hospital 170,Ithaca,NY,14850,440 - Disorders of Pancreas Except Malignancy w CC,39,142424.78,28649.71,22774.97
330177,Riverhead General Hospital 177,Riverhead,NY,11901,178 - Respiratory Infections & Inflammations w CC,86,105393.05,24126.8,20400.87
330010,Ithaca General Hospital 10,Ithaca,NY,14850,177 - Respiratory Infections & Inflammations w MCC,59,87580.76,22256.66,19337.81
330282,Bronx General Hospital 282,Bronx,NY,10451,178 - Respiratory Infections & Inflammations w CC,48,103377.6,23351.97,19800.16
330068,Melville General Hospital 68,Melville,NY,11747,329 - Major Small & Large Bowel Procedures w MCC,38,55773.57,11866.87,10256.7
330156,Patchogue General Hospital 156,Patchogue,NY,11772,602 - Cellulitis w MCC,60,59351.07,13538.74,12212.53
330068,Melville General Hospital 68,Melville,NY,11747,640 - Nutritional & Misc Metabolic Disorders w MCC,53,122958.91,36051.9,30316.66
330273,Stony Brook General Hospital 273,Stony Brook,NY,11790,178 - Respiratory Infections & Inflammations w CC,79,93277.68,22266.76,19923.5
330058,Garden City General Hospital 58,Garden City,NY,11530,684 - Renal Failure w/o CC/MCC,73,63314.66,24634.51,21912.88
330156,Patchogue General Hospital 156,Patchogue,NY,11772,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,76,37112.57,13442.66,12180.41
330262,Troy General Hospital 262,Troy,NY,12180,330 - Major Small & Large Bowel Procedures w CC,65,52810.0,19910.82,15477.9
330045,Staten Island General Hospital 45,Staten Island,NY,10314,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,55,92150.07,31424.94,27511.77
330208,Rochester General Hospital 208,Rochester,NY,14607,194 - Simple Pneumonia & Pleurisy w MCC,111,43821.08,10792.16,9013.92
330280,Plainview General Hospital 280,Plainview,NY,11803,248 - Perc Cardiovasc Proc w Drug-Eluting Stent w/o MCC,58,105437.29,23125.72,21009.42
330143,Schenectady General Hospital 143,Schenectady,NY,12305,439 - Disorders of Pancreas Except Malignancy w MCC,10,110575.56,33519.79,26937.72
330226,Elmira General Hospital 226,Elmira,NY,14901,690 - Kidney & Urinary Tract Infections w/o MCC,46,39714.33,12496.43,10571.71
330022,Troy General Hospital 22,Troy,NY,12180,"406 - Pancreas, Liver & Shunt Procedures w CC",44,39835.97,8704.43,7721.9
330021,Mount Kisco General Hospital 21,Mount Kisco,NY,10549,"281 - Acute Myocardial Infarction, Discharged Alive w CC",10,49971.72,15718.57,13589.41
330173,New Rochelle General Hospital 173,New Rochelle,NY,10801,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,57,141241.35,35295.79,31876.78
330083,Brooklyn General Hospital 83,Brooklyn,NY,11201,"406 - Pancreas, Liver & Shunt Procedures w CC",66,44309.74,15536.3,13018.6
330098,Garden City General Hospital 98,Garden City,NY,11530,194 - Simple Pneumonia & Pleurisy w MCC,73,34872.5,14598.0,12827.93
330239,Bay Shore General Hospital 239,Bay Shore,NY,11706,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",86,31910.73,8868.95,7659.19
330048,Rochester General Hospital 48,Rochester,NY,14607,439 - Disorders of Pancreas Except Malignancy w MCC,65,111475.09,41362.14,36952.53
330015,Middletown General Hospital 15,Middletown,NY,10940,177 - Respiratory Infections & Inflammations w MCC,62,60225.17,12815.72,10814.73
330266,Elmira General Hospital 266,Elmira,NY,14901,377 - Gastrointestinal Hemorrhage w MCC,25,38643.66,8744.52,7258.06
330045,Staten Island General Hospital 45,Staten Island,NY,10314,378 - Gastrointestinal Hemorrhage w CC,77,57656.46,16573.61,13388.75
330128,Rochester General Hospital 128,Rochester,NY,14607,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",31,81269.33,22849.06,18989.71
330240,Plainview General Hospital 240,Plainview,NY,11803,331 - Major Small & Large Bowel Procedures w/o CC/MCC,18,83718.07,19916.91,17490.79
330211,White Plains General Hospital 211,White Plains,NY,10601,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,41,88868.82,23188.66,16950.11
330201,New York General Hospital 201,New York,NY,10001,329 - Major Small & Large Bowel Procedures w MCC,64,60125.24,18592.7,14538.38
330031,Bayside General Hospital 31,Bayside,NY,11361,872 - Septicemia or Severe Sepsis w/o MCC,24,107798.11,49036.3,41121.82
330135,Middletown General Hospital 135,Middletown,NY,10940,469 - Major Joint Replacement w MCC,30,131921.81,43131.76,37921.94
330211,White Plains General Hospital 211,White Plains,NY,10601,377 - Gastrointestinal Hemorrhage w MCC,81,44551.31,13450.84,12388.46
330018,Garden City General Hospital 18,Garden City,NY,11530,683 - Renal Failure w CC,80,53643.3,14978.47,12122.82
330104,Utica General Hospital 104,Utica,NY,13501,439 - Disorders of Pancreas Except Malignancy w MCC,26,110812.08,32235.26,28986.53
330229,Jamaica General Hospital 229,Jamaica,NY,11432,"407 - Pancreas, Liver & Shunt Procedures w/o CC/MCC",39,23766.5,5252.74,4456.53
330140,New Hyde Park General Hospital 140,New Hyde Park,NY,11040,684 - Renal Failure w/o CC/MCC,38,88573.89,25924.93,23160.28
330154,Great Neck General Hospital 154,Great Neck,NY,11021,331 - Major Small & Large Bowel Procedures w/o CC/MCC,78,80993.63,27147.41,23785.44
330249,Syracuse General Hospital 249,Syracuse,NY,13210,552 - Medical Back Problems w MCC,53,59839.8,19422.26,16511.37
330086,Albany General Hospital 86,Albany,NY,12208,684 - Renal Failure w/o CC/MCC,38,79614.38,27186.32,20740.83
330223,Schenectady General Hospital 223,Schenectady,NY,12305,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,40,36918.77,10528.92,9018.69
330278,Huntington General Hospital 278,Huntington,NY,11743,871 - Septicemia or Severe Sepsis w MCC,61,148667.93,66665.52,61764.6
330063,Schenectady General Hospital 63,Schenectady,NY,12305,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",70,57055.23,22078.02,20087.42
330160,Plainview General Hospital 160,Plainview,NY,11803,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",87,34254.47,9741.24,8696.97
330189,Jamaica General Hospital 189,Jamaica,NY,11432,641 - Nutritional & Misc Metabolic Disorders w/o MCC,47,59371.79,19047.28,16603.48
330278,Huntington General Hospital 278,Huntington,NY,11743,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,53,42338.32,14626.17,12016.6
330123,Brooklyn General Hospital 123,Brooklyn,NY,11201,602 - Cellulitis w MCC,108,59935.11,24717.88,20717.81
330073,Stony Brook General Hospital 73,Stony Brook,NY,11790,178 - Respiratory Infections & Inflammations w CC,29,77733.05,20541.4,17253.66
330035,Mineola General Hospital 35,Mineola,NY,11501,469 - Major Joint Replacement w MCC,77,145332.83,36978.38,29877.62
330206,Albany General Hospital 206,Albany,NY,12208,553 - Medical Back Problems w CC,77,29543.35,10360.87,9270.43
330064,Utica General Hospital 64,Utica,NY,13501,690 - Kidney & Urinary Tract Infections w/o MCC,55,26635.11,6106.25,5019.23
330040,Plainview General Hospital 40,Plainview,NY,11803,391 - G.I. Obstruction w/o CC/MCC,66,46692.02,13822.55,11525.82
330187,Auburn General Hospital 187,Auburn,NY,13021,293 - Heart Failure & Shock w/o CC/MCC,65,38223.41,15286.6,13416.14
330154,Great Neck General Hospital 154,Great Neck,NY,11021,639 - Diabetes w/o CC/MCC,41,26189.69,5247.22,4391.66
330071,Bayside General Hospital 71,Bayside,NY,11361,"394 - Esophagitis, Gastroenteritis & Misc Digest Disorders w/o CC/MCC",73,23858.78,6199.96,5192.54
330146,Elmira General Hospital 146,Elmira,NY,14901,247 - Perc Cardiovasc Proc w Drug-Eluting Stent w MCC or 4+ Vessels/Stents,85,128837.76,33971.41,27096.6
330008,Rochester General Hospital 8,Rochester,NY,14607,684 - Renal Failure w/o CC/MCC,65,59271.97,21523.88,17795.28
330059,Hicksville General Hospital 59,Hicksville,NY,11801,378 - Gastrointestinal Hemorrhage w CC,72,51140.22,17182.71,15213.3
330154,Great Neck General Hospital 154,Great Neck,NY,11021,690 - Kidney & Urinary Tract Infections w/o MCC,65,27639.18,11385.46,10019.78
330279,Bay Shore General Hospital 279,Bay Shore,NY,11706,378 - Gastrointestinal Hemorrhage w CC,63,46890.24,17356.44,13925.96
330209,Syracuse General Hospital 209,Syracuse,NY,13210,603 - Cellulitis w/o MCC,75,30621.63,8162.06,6894.1
330221,Mount Kisco General Hospital 221,Mount Kisco,NY,10549,"281 - Acute Myocardial Infarction, Discharged Alive w CC",82,53761.78,15502.97,12707.52
330164,Queens General Hospital 164,Queens,NY,11355,440 - Disorders of Pancreas Except Malignancy w CC,76,105108.28,29802.69,23945.56
330142,Troy General Hospital 142,Troy,NY,12180,250 - Perc Cardiovasc Proc w Non-Drug-Eluting Stent w/o MCC,109,34035.87,10244.69,8424.84
330002,Bronx General Hospital 2,Bronx,NY,10451,684 - Renal Failure w/o CC/MCC,58,89597.51,16431.55,12567.35
330105,Watertown General Hospital 105,Watertown,NY,13601,195 - Simple Pneumonia & Pleurisy w CC,79,32608.19,10243.89,8219.73
330056,Newburgh General Hospital 56,Newburgh,NY,12550,690 - Kidney & Urinary Tract Infections w/o MCC,36,38581.86,9816.79,7802.32
330249,Syracuse General Hospital 249,Syracuse,NY,13210,440 - Disorders of Pancreas Except Malignancy w CC,86,112598.13,33355.5,27583.17
330202,Bronx General Hospital 202,Bronx,NY,10451,553 - Medical Back Problems w CC,37,30775.87,10028.82,8592.22
330209,Syracuse General Hospital 209,Syracuse,NY,13210,378 - Gastrointestinal Hemorrhage w CC,53,46841.65,18869.24,15414.79
330006,Albany General Hospital 6,Albany,NY,12208,"405 - Pancreas, Liver & Shunt Procedures w MCC",73,82271.35,20563.03,17604.32
330150,Flushing General Hospital 150,Flushing,NY,11354,872 - Septicemia or Severe Sepsis w/o MCC,20,90902.12,27663.71,24729.11
330259,Hicksville General Hospital 259,Hicksville,NY,11801,"406 - Pancreas, Liver & Shunt Procedures w CC",54,41129.02,11663.61,9695.16
330260,New Hyde Park General Hospital 260,New Hyde Park,NY,11040,195 - Simple Pneumonia & Pleurisy w CC,61,17045.56,3616.89,3084.97
330034,Great Neck General Hospital 34,Great Neck,NY,11021,379 - Gastrointestinal Hemorrhage w/o CC/MCC,69,63169.44,15355.4,13048.17
330273,Stony Brook General Hospital 273,Stony Brook,NY,11790,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,78,120791.77,18578.95,14453.8
330207,Buffalo General Hospital 207,Buffalo,NY,14215,"393 - Esophagitis, Gastroenteritis & Misc Digest Disorders w CC",76,70651.21,13754.73,11253.59
330010,Ithaca General Hospital 10,Ithaca,NY,14850,330 - Major Small & Large Bowel Procedures w CC,78,44396.2,13773.24,12258.46
330114,Great Neck General Hospital 114,Great Neck,NY,11021,"392 - Esophagitis, Gastroenteritis & Misc Digest Disorders w MCC",54,77496.05,14922.14,12704.08
330062,Troy General Hospital 62,Troy,NY,12180,690 - Kidney & Urinary Tract Infections w/o MCC,69,41053.53,11385.04,10443.88
330282,Bronx General Hospital 282,Bronx,NY,10451,441 - Disorders of Pancreas Except Malignancy w/o CC/MCC,40,82144.05,27617.45,22973.27
330130,Ithaca General Hospital 130,Ithaca,NY,14850,639 - Diabetes w/o CC/MCC,99,21432.37,5264.61,4601.65
330161,New York General Hospital 161,New York,NY,10001,"281 - Acute Myocardial Infarction, Discharged Alive w CC",82,45633.81,8337.67,7170.92
330263,Schenectady General Hospital 263,Schenectady,NY,12305,331 - Major Small & Large Bowel Procedures w/o CC/MCC,41,76707.17,23578.21,20592.95
330218,Garden City General Hospital 218,Garden City,NY,11530,389 - G.I. Obstruction w MCC,60,55075.58,15115.02,14131.99
330121,New York General Hospital 121,New York,NY,10001,391 - G.I. Obstruction w/o CC/MCC,30,23059.58,5491.49,4189.36
330006,Albany General Hospital 6,Albany,NY,12208,391 - G.I. Obstruction w/o CC/MCC,54,34034.45,11770.95,9427.07
330129,Syracuse General Hospital 129,Syracuse,NY,13210,639 - Diabetes w/o CC/MCC,24,22579.94,5805.09,4649.08
330285,Staten Island General Hospital 285,Staten Island,NY,10314,177 - Respiratory Infections & Inflammations w MCC,42,71479.17,12826.25,10623.58
330134,Poughkeepsie General Hospital 134,Poughkeepsie,NY,12601,872 - Septicemia or Severe Sepsis w/o MCC,28,89549.22,32876.08,27006.15
330072,Forest Hills General Hospital 72,Forest Hills,NY,11375,195 - Simple Pneumonia & Pleurisy w CC,56,27760.07,8698.98,6792.39
330184,Utica General Hospital 184,Utica,NY,13501,"280 - Acute Myocardial Infarction, Discharged Alive w MCC",57,39730.99,13090.39,10486.35
